domain,dataset,generator,model,mix,seed,error,f1,ece,diversity,diversity0,fidelity_ks,cri,err0
tabular,Wine,GaussianCopula,HistGBM,0.3,1,0.1270559505853623,0.8729440494146377,0.1008997903738009,5.0739730688169775,5.015281083446635,0.4010843108015364,0.08116075045826004,0.0
tabular,Wine,GaussianCopula,HistGBM,0.5,1,0.0898996557533142,0.9101003442466856,0.0769911882751095,4.98662209794368,5.015281083446635,0.525277053219704,0.05951518307559113,0.0
tabular,Wine,GaussianCopula,HistGBM,0.7,1,0.2210526315789472,0.7789473684210527,0.175683279714941,4.923658087903852,5.015281083446635,0.5287529711130698,0.14859641915101063,0.0
tabular,Wine,GaussianCopula,HistGBM,0.0,2,0.0,1.0,0.008919658345861,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.0
tabular,Wine,GaussianCopula,HistGBM,0.1,2,0.0202764976958524,0.9797235023041476,0.0261191254533883,5.088019067032246,4.984756180073166,0.1809760219629263,0.01357814226943166,0.0
tabular,Wine,GaussianCopula,HistGBM,0.3,2,0.0927279438907345,0.9072720561092654,0.0654181326627025,4.9422001111724265,4.984756180073166,0.5814586832079234,0.06022483995009122,0.0
tabular,Wine,GaussianCopula,HistGBM,0.5,2,0.2029267029267029,0.7970732970732971,0.129807123020254,4.902085516738303,4.984756180073166,0.4095403327046215,0.1306162536368702,0.0
tabular,Wine,GaussianCopula,HistGBM,0.7,2,0.1685185185185185,0.8314814814814815,0.1480665371476573,4.993246854445684,4.984756180073166,0.6090364478340416,0.11208863501961852,0.0
tabular,Wine,GaussianCopula,LogReg,0.0,0,0.0,1.0,0.0370373725215749,4.952715573056642,4.952715573056642,0.0,6.057283008509273e-10,0.0
tabular,Wine,GaussianCopula,LogReg,0.1,0,0.0,1.0,0.0539980063852898,4.960745932501346,4.952715573056642,0.3246205006477325,0.0033921267727429804,0.0
tabular,Wine,GaussianCopula,LogReg,0.3,0,0.0779220779220778,0.9220779220779222,0.0721977367683744,4.76134131909953,4.952715573056642,0.4312796787724009,0.05758519260412384,0.0
tabular,Wine,GaussianCopula,LogReg,0.5,0,0.0934107184107183,0.9065892815892816,0.0800576791672794,4.9597193703600695,4.952715573056642,0.5061899522285456,0.05530942053450005,0.0
tabular,Wine,GaussianCopula,LogReg,0.7,0,0.2236467236467235,0.7763532763532764,0.1194135390971032,4.891313290153636,4.952715573056642,0.5196868726234026,0.1320179057998588,0.0
tabular,Wine,GaussianCopula,LogReg,0.0,1,0.018882769472856,0.981117230527144,0.0606248708745608,5.015281083446635,5.015281083446635,0.0,5.981718453895724e-10,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.1,1,0.018882769472856,0.981117230527144,0.1003453070979894,5.095109512155682,5.015281083446635,0.2172977450107356,0.00794408724468572,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.3,1,0.1314972383937901,0.8685027616062099,0.1059405799515547,5.0739730688169775,5.015281083446635,0.4010843108015364,0.06537037627586584,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.5,1,0.1302771302771302,0.8697228697228697,0.0655042048533371,4.98662209794368,5.015281083446635,0.525277053219704,0.05838734765098577,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.7,1,0.1862410583340815,0.8137589416659184,0.0773536352018813,4.923658087903852,5.015281083446635,0.5287529711130698,0.09250552762380695,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.0,2,0.018882769472856,0.981117230527144,0.0401544723106976,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.1,2,0.018882769472856,0.981117230527144,0.048359064846006,5.088019067032246,4.984756180073166,0.1809760219629263,0.0016409185070616799,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.3,2,0.0734649122807017,0.9265350877192984,0.0316485426115704,4.9422001111724265,4.984756180073166,0.5814586832079234,0.02985224454527853,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.5,2,0.11002886002886,0.88997113997114,0.0752427957722764,4.902085516738303,4.984756180073166,0.4095403327046215,0.057566119208957926,0.018882769472856
tabular,Wine,GaussianCopula,LogReg,0.7,2,0.2060185185185185,0.7939814814814815,0.1593712450795794,4.993246854445684,4.984756180073166,0.6090364478340416,0.1174112290766076,0.018882769472856
tabular,Wine,GaussianCopula,RandomForest,0.0,0,0.0,1.0,0.1222222222222221,4.952715573056642,4.952715573056642,0.0,6.057283008509273e-10,0.0
tabular,Wine,GaussianCopula,RandomForest,0.1,0,0.0,1.0,0.1424382716049382,4.960745932501346,4.952715573056642,0.3246205006477325,0.004043209876543219,0.0
tabular,Wine,GaussianCopula,RandomForest,0.3,0,0.036376277755588,0.963623722244412,0.1405864197530863,4.76134131909953,4.952715573056642,0.4312796787724009,0.03345305917769189,0.0
tabular,Wine,GaussianCopula,RandomForest,0.5,0,0.0389610389610389,0.961038961038961,0.199537037037037,4.9597193703600695,4.952715573056642,0.5061899522285456,0.03494348244348243,0.0
tabular,Wine,GaussianCopula,RandomForest,0.7,0,0.1853138853138852,0.8146861146861147,0.1229938271604938,4.891313290153636,4.952715573056642,0.5196868726234026,0.09653057430598834,0.0
tabular,Wine,GaussianCopula,RandomForest,0.0,1,0.0,1.0,0.1177469135802469,5.015281083446635,5.015281083446635,0.0,5.981718453895724e-10,0.0
tabular,Wine,GaussianCopula,RandomForest,0.1,1,0.0,1.0,0.136111111111111,5.095109512155682,5.015281083446635,0.2172977450107356,0.003672839506172818,0.0
tabular,Wine,GaussianCopula,RandomForest,0.3,1,0.0905612799443501,0.90943872005565,0.1087962962962962,5.0739730688169775,5.015281083446635,0.4010843108015364,0.04528063997217505,0.0
tabular,Wine,GaussianCopula,RandomForest,0.5,1,0.0736394931516882,0.9263605068483116,0.1800925925925926,4.98662209794368,5.015281083446635,0.525277053219704,0.05100318283140666,0.0
tabular,Wine,GaussianCopula,RandomForest,0.7,1,0.1262056706588571,0.8737943293411429,0.1378086419753085,4.923658087903852,5.015281083446635,0.5287529711130698,0.07259581133617098,0.0
tabular,Wine,GaussianCopula,RandomForest,0.0,2,0.0,1.0,0.11929012345679,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.0
tabular,Wine,GaussianCopula,RandomForest,0.1,2,0.0202764976958524,0.9797235023041476,0.1464506172839505,5.088019067032246,4.984756180073166,0.1809760219629263,0.0155703476133583,0.0
tabular,Wine,GaussianCopula,RandomForest,0.3,2,0.05500184569952,0.94499815430048,0.1425925925925925,4.9422001111724265,4.984756180073166,0.5814586832079234,0.034722589818276174,0.0
tabular,Wine,GaussianCopula,RandomForest,0.5,2,0.1138538748832865,0.8861461251167134,0.1476851851851851,4.902085516738303,4.984756180073166,0.4095403327046215,0.06758135902596243,0.0
tabular,Wine,GaussianCopula,RandomForest,0.7,2,0.1147494728088153,0.8852505271911847,0.1606481481481481,4.993246854445684,4.984756180073166,0.6090364478340416,0.06564634134267927,0.0
tabular,Wine,IndepMarginals,HistGBM,0.0,0,0.0,1.0,0.0054336571145129,4.952715573056642,4.952715573056642,0.0,6.057283008509273e-10,0.0
tabular,Wine,IndepMarginals,HistGBM,0.1,0,0.0,1.0,0.0077567332223321,4.948437499103759,4.952715573056642,0.3124929356676096,0.0007237508743873789,0.0
tabular,Wine,IndepMarginals,HistGBM,0.3,0,0.0554833679833679,0.944516632016632,0.0348093872602231,4.822460964136036,4.952715573056642,0.4256090151968336,0.041506720934381146,0.0
tabular,Wine,IndepMarginals,HistGBM,0.5,0,0.1114287364287364,0.8885712635712636,0.0660513769867759,5.003597021456821,4.952715573056642,0.4612995736637127,0.06783791218882079,0.0
tabular,Wine,IndepMarginals,HistGBM,0.7,0,0.1666666666666666,0.8333333333333334,0.1331565404063127,5.006922523565165,4.952715573056642,0.6177547377941147,0.10887790999169326,0.0
tabular,Wine,IndepMarginals,HistGBM,0.0,1,0.0,1.0,0.0127359145459064,5.015281083446635,5.015281083446635,0.0,5.981718453895724e-10,0.0
tabular,Wine,IndepMarginals,HistGBM,0.1,1,0.0172757475083056,0.9827242524916944,0.0142864534375328,5.066265514144274,5.015281083446635,0.2280418959407309,0.00894798153247808,0.0
tabular,Wine,IndepMarginals,HistGBM,0.3,1,0.0710701484895034,0.9289298515104966,0.0715277219925721,5.048479314173567,5.015281083446635,0.3962414424199723,0.047293435734084836,0.0
tabular,Wine,IndepMarginals,HistGBM,0.5,1,0.1493560868560868,0.8506439131439132,0.1196532689806338,5.063476296039449,5.015281083446635,0.5669514268940061,0.09606151431498888,0.0
tabular,Wine,IndepMarginals,HistGBM,0.7,1,0.1648745519713261,0.8351254480286738,0.1533298735257639,4.939492018552434,5.015281083446635,0.5441403969164942,0.11508955694098996,0.0
tabular,Wine,IndepMarginals,HistGBM,0.0,2,0.0,1.0,0.008919658345861,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.0
tabular,Wine,IndepMarginals,HistGBM,0.1,2,0.017139090309822,0.982860909690178,0.0287272197579506,5.100153899752049,4.984756180073166,0.2170319717727262,0.012531057437328921,0.0
tabular,Wine,IndepMarginals,HistGBM,0.3,2,0.0917609670616887,0.9082390329383112,0.0680165749740554,5.000052686659097,4.984756180073166,0.6047186564478573,0.05769986685648323,0.0
tabular,Wine,IndepMarginals,HistGBM,0.5,2,0.0782057023436334,0.9217942976563666,0.0731208398191589,4.993476348888291,4.984756180073166,0.5328312108050727,0.05194308746647628,0.0
tabular,Wine,IndepMarginals,HistGBM,0.7,2,0.2063492063492064,0.7936507936507936,0.1687112885484981,5.052139036520924,4.984756180073166,0.5667044129581832,0.13513292921513062,0.0
tabular,Wine,IndepMarginals,LogReg,0.0,0,0.0,1.0,0.0370373725215749,4.952715573056642,4.952715573056642,0.0,6.057283008509273e-10,0.0
tabular,Wine,IndepMarginals,LogReg,0.1,0,0.0,1.0,0.0533790637609046,4.948437499103759,4.952715573056642,0.3124929356676096,0.0035274739006894793,0.0
tabular,Wine,IndepMarginals,LogReg,0.3,0,0.0364283638477186,0.9635716361522814,0.0552775169361031,4.822460964136036,4.952715573056642,0.4256090151968336,0.029752101720320095,0.0
tabular,Wine,IndepMarginals,LogReg,0.5,0,0.0932697403285637,0.9067302596714364,0.1004353436461424,5.003597021456821,4.952715573056642,0.4612995736637127,0.05931446438919535,0.0
tabular,Wine,IndepMarginals,LogReg,0.7,0,0.1291720291720292,0.8708279708279708,0.1267435882231275,5.006922523565165,4.952715573056642,0.6177547377941147,0.08252725772632512,0.0
tabular,Wine,IndepMarginals,LogReg,0.0,1,0.018882769472856,0.981117230527144,0.0606248708745608,5.015281083446635,5.015281083446635,0.0,5.981718453895724e-10,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.1,1,0.0361495135688684,0.9638504864311316,0.0452215621292695,5.066265514144274,5.015281083446635,0.2280418959407309,0.008633372048006198,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.3,1,0.073160173160173,0.9268398268398268,0.0506814389570502,5.048479314173567,5.015281083446635,0.3962414424199723,0.0271387018436585,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.5,1,0.0910087719298244,0.9089912280701756,0.0595473860907196,5.063476296039449,5.015281083446635,0.5669514268940061,0.0360630012284842,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.7,1,0.129076479076479,0.870923520923521,0.0477356516341808,4.939492018552434,5.015281083446635,0.5441403969164942,0.05963034396116691,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.0,2,0.018882769472856,0.981117230527144,0.0401544723106976,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.1,2,0.018882769472856,0.981117230527144,0.0460456792803643,5.100153899752049,4.984756180073166,0.2170319717727262,0.0011782413939333395,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.3,2,0.0564935064935064,0.9435064935064936,0.0720571866051897,5.000052686659097,4.984756180073166,0.6047186564478573,0.025185911369223622,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.5,2,0.0721872082166199,0.92781279178338,0.0737158685869028,4.993476348888291,4.984756180073166,0.5328312108050727,0.03336449862712299,0.018882769472856
tabular,Wine,IndepMarginals,LogReg,0.7,2,0.1114287364287364,0.8885712635712636,0.0841774536893026,5.052139036520924,4.984756180073166,0.5667044129581832,0.0550775797536612,0.018882769472856
tabular,Wine,IndepMarginals,RandomForest,0.0,0,0.0,1.0,0.1222222222222221,4.952715573056642,4.952715573056642,0.0,6.057283008509273e-10,0.0
tabular,Wine,IndepMarginals,RandomForest,0.1,0,0.0,1.0,0.1456790123456789,4.948437499103759,4.952715573056642,0.3124929356676096,0.0049504936775149,0.0
tabular,Wine,IndepMarginals,RandomForest,0.3,0,0.0342105263157894,0.9657894736842104,0.1518518518518518,4.822460964136036,4.952715573056642,0.4256090151968336,0.03092107999737579,0.0
tabular,Wine,IndepMarginals,RandomForest,0.5,0,0.092981092981093,0.907018907018907,0.1983024691358024,5.003597021456821,4.952715573056642,0.4612995736637127,0.06170659587326256,0.0
tabular,Wine,IndepMarginals,RandomForest,0.7,0,0.1494668042655659,0.8505331957344341,0.1189814814814814,5.006922523565165,4.952715573056642,0.6177547377941147,0.07473340213278296,0.0
tabular,Wine,IndepMarginals,RandomForest,0.0,1,0.0,1.0,0.1177469135802469,5.015281083446635,5.015281083446635,0.0,5.981718453895724e-10,0.0
tabular,Wine,IndepMarginals,RandomForest,0.1,1,0.0172757475083056,0.9827242524916944,0.1273148148148148,5.066265514144274,5.015281083446635,0.2280418959407309,0.01055145400106638,0.0
tabular,Wine,IndepMarginals,RandomForest,0.3,1,0.0514172709294659,0.948582729070534,0.1628086419753086,5.048479314173567,5.015281083446635,0.3962414424199723,0.03472098114374529,0.0
tabular,Wine,IndepMarginals,RandomForest,0.5,1,0.0343915343915344,0.9656084656084656,0.1439814814814815,5.063476296039449,5.015281083446635,0.5669514268940061,0.022442680776014117,0.0
tabular,Wine,IndepMarginals,RandomForest,0.7,1,0.1493614826948159,0.850638517305184,0.0862654320987654,4.939492018552434,5.015281083446635,0.5441403969164942,0.07921423050676335,0.0
tabular,Wine,IndepMarginals,RandomForest,0.0,2,0.0,1.0,0.11929012345679,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.0
tabular,Wine,IndepMarginals,RandomForest,0.1,2,0.0202764976958524,0.9797235023041476,0.1271604938271604,5.100153899752049,4.984756180073166,0.2170319717727262,0.01171232292200028,0.0
tabular,Wine,IndepMarginals,RandomForest,0.3,2,0.0172757475083056,0.9827242524916944,0.1859567901234568,5.000052686659097,4.984756180073166,0.6047186564478573,0.021971207087486164,0.0
tabular,Wine,IndepMarginals,RandomForest,0.5,2,0.0407407407407407,0.9592592592592591,0.1944444444444443,4.993476348888291,4.984756180073166,0.5328312108050727,0.035401234567901216,0.0
tabular,Wine,IndepMarginals,RandomForest,0.7,2,0.1114287364287364,0.8885712635712636,0.1891975308641975,5.052139036520924,4.984756180073166,0.5667044129581832,0.06969584969584969,0.0
tabular,Wine,NearDuplicate,HistGBM,0.0,0,0.0,1.0,0.0054336571145129,4.952715573056642,4.952715573056642,0.0,6.057283008509273e-10,0.0
tabular,Wine,NearDuplicate,HistGBM,0.1,0,0.0,1.0,0.0120969234553566,4.973391856986013,4.952715573056642,0.350353204488852,0.0013326532681687403,0.0
tabular,Wine,NearDuplicate,HistGBM,0.3,0,0.0559440559440559,0.944055944055944,0.0562441217817042,4.675187784944323,4.952715573056642,0.4346715260390139,0.054944765093984584,0.0
tabular,Wine,NearDuplicate,HistGBM,0.5,0,0.2520474105839959,0.7479525894160041,0.2020141852960164,4.906825421288762,4.952715573056642,0.4368726403159147,0.1681195079045315,0.0
tabular,Wine,NearDuplicate,HistGBM,0.7,0,0.1530915792375893,0.8469084207624107,0.1223077327568845,4.907058143767654,4.952715573056642,0.5129896366139084,0.1026862050643061,0.0
tabular,Wine,NearDuplicate,HistGBM,0.0,1,0.0,1.0,0.0127359145459064,5.015281083446635,5.015281083446635,0.0,5.981718453895724e-10,0.0
tabular,Wine,NearDuplicate,HistGBM,0.1,1,0.017139090309822,0.982860909690178,0.0144972997463828,5.098666577010527,5.015281083446635,0.215099506413863,0.00892182219500628,0.0
tabular,Wine,NearDuplicate,HistGBM,0.3,1,0.0726310726310727,0.9273689273689272,0.0872962345747924,5.043489494382518,5.015281083446635,0.3831952302038865,0.05122760032131355,0.0
tabular,Wine,NearDuplicate,HistGBM,0.5,1,0.1479903548869066,0.8520096451130934,0.1210159240275391,4.8434742067856,5.015281083446635,0.6692408969319442,0.10592818376644289,0.0
tabular,Wine,NearDuplicate,HistGBM,0.7,1,0.2886773817006375,0.7113226182993625,0.2137445526250646,4.913575702849447,5.015281083446635,0.5083533498193937,0.1906241486919647,0.0
tabular,Wine,NearDuplicate,HistGBM,0.0,2,0.0,1.0,0.008919658345861,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.0
tabular,Wine,NearDuplicate,HistGBM,0.1,2,0.0343915343915344,0.9656084656084656,0.0263026315392543,5.082029779921157,4.984756180073166,0.1978599366505528,0.02067236183444586,0.0
tabular,Wine,NearDuplicate,HistGBM,0.3,2,0.0172757475083056,0.9827242524916944,0.0212455748354798,4.920643799456627,4.984756180073166,0.5701054949026262,0.014961564158856322,0.0
tabular,Wine,NearDuplicate,HistGBM,0.5,2,0.1995775679986207,0.8004224320013793,0.1594191775102509,4.779988358270726,4.984756180073166,0.4629314496099275,0.1422123295908498,0.0
tabular,Wine,NearDuplicate,HistGBM,0.7,2,0.2043615043615044,0.7956384956384955,0.1827259556858773,4.880235804994991,4.984756180073166,0.6174504966837179,0.14323241268901019,0.0
tabular,Wine,NearDuplicate,LogReg,0.0,0,0.0,1.0,0.0370373725215749,4.952715573056642,4.952715573056642,0.0,6.057283008509273e-10,0.0
tabular,Wine,NearDuplicate,LogReg,0.1,0,0.0,1.0,0.0671085359402435,4.973391856986013,4.952715573056642,0.350353204488852,0.006014232683733721,0.0
tabular,Wine,NearDuplicate,LogReg,0.3,0,0.075,0.925,0.0766932962698814,4.675187784944323,4.952715573056642,0.4346715260390139,0.06224182893817967,0.0
tabular,Wine,NearDuplicate,LogReg,0.5,0,0.1347233360064154,0.8652766639935846,0.0523308380824785,4.906825421288762,4.952715573056642,0.4368726403159147,0.0732000580916213,0.0
tabular,Wine,NearDuplicate,LogReg,0.7,0,0.0556214751336702,0.9443785248663298,0.1033877744070814,4.907058143767654,4.952715573056642,0.5129896366139084,0.043846418260973546,0.0
tabular,Wine,NearDuplicate,LogReg,0.0,1,0.018882769472856,0.981117230527144,0.0606248708745608,5.015281083446635,5.015281083446635,0.0,5.981718453895724e-10,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.1,1,0.0,1.0,0.0722509543469674,5.098666577010527,5.015281083446635,0.215099506413863,0.0023252166944813207,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.3,1,0.0384872241579558,0.9615127758420442,0.0998022471501055,5.043489494382518,5.015281083446635,0.3831952302038865,0.017637702597658837,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.5,1,0.0905954030954031,0.9094045969045969,0.0682756358851221,4.8434742067856,5.015281083446635,0.6692408969319442,0.04766347424004886,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.7,1,0.1479819976771196,0.8520180023228804,0.0730302813222084,4.913575702849447,5.015281083446635,0.5083533498193937,0.07311442641747565,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.0,2,0.018882769472856,0.981117230527144,0.0401544723106976,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.1,2,0.017139090309822,0.982860909690178,0.0496241784881099,5.082029779921157,4.984756180073166,0.1978599366505528,0.001893941235482459,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.3,2,0.0932400932400931,0.9067599067599068,0.0517683532177446,4.920643799456627,4.984756180073166,0.5701054949026262,0.04335994517180771,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.5,2,0.0928679163973281,0.9071320836026718,0.139631471893069,4.779988358270726,4.984756180073166,0.4629314496099275,0.0692116151373718,0.018882769472856
tabular,Wine,NearDuplicate,LogReg,0.7,2,0.2075520496573127,0.7924479503426872,0.0732100134963216,4.880235804994991,4.984756180073166,0.6174504966837179,0.10723614936960786,0.018882769472856
tabular,Wine,NearDuplicate,RandomForest,0.0,0,0.0,1.0,0.1222222222222221,4.952715573056642,4.952715573056642,0.0,6.057283008509273e-10,0.0
tabular,Wine,NearDuplicate,RandomForest,0.1,0,0.0,1.0,0.1328703703703702,4.973391856986013,4.952715573056642,0.350353204488852,0.00212962962962962,0.0
tabular,Wine,NearDuplicate,RandomForest,0.3,0,0.0,1.0,0.1765432098765432,4.675187784944323,4.952715573056642,0.4346715260390139,0.027674841719382597,0.0
tabular,Wine,NearDuplicate,RandomForest,0.5,0,0.0921103828080571,0.9078896171919428,0.1756172839506173,4.906825421288762,4.952715573056642,0.4368726403159147,0.059513900725940476,0.0
tabular,Wine,NearDuplicate,RandomForest,0.7,0,0.0554833679833679,0.944516632016632,0.2,4.907058143767654,4.952715573056642,0.5129896366139084,0.04606283986427668,0.0
tabular,Wine,NearDuplicate,RandomForest,0.0,1,0.0,1.0,0.1177469135802469,5.015281083446635,5.015281083446635,0.0,5.981718453895724e-10,0.0
tabular,Wine,NearDuplicate,RandomForest,0.1,1,0.0,1.0,0.1135802469135801,5.098666577010527,5.015281083446635,0.215099506413863,0.0,0.0
tabular,Wine,NearDuplicate,RandomForest,0.3,1,0.0,1.0,0.1662037037037037,5.043489494382518,5.015281083446635,0.3831952302038865,0.009691358024691357,0.0
tabular,Wine,NearDuplicate,RandomForest,0.5,1,0.0343915343915344,0.9656084656084656,0.1638888888888888,4.8434742067856,5.015281083446635,0.6692408969319442,0.036701166684158626,0.0
tabular,Wine,NearDuplicate,RandomForest,0.7,1,0.1912749142451305,0.8087250857548695,0.120216049382716,4.913575702849447,5.015281083446635,0.5083533498193937,0.1022150145088734,0.0
tabular,Wine,NearDuplicate,RandomForest,0.0,2,0.0,1.0,0.11929012345679,4.984756180073166,4.984756180073166,0.0,6.018348486236391e-10,0.0
tabular,Wine,NearDuplicate,RandomForest,0.1,2,0.0,1.0,0.1262345679012345,5.082029779921157,4.984756180073166,0.1978599366505528,0.0013888888888888978,0.0
tabular,Wine,NearDuplicate,RandomForest,0.3,2,0.0,1.0,0.1797839506172839,4.920643799456627,4.984756180073166,0.5701054949026262,0.01595727253887854,0.0
tabular,Wine,NearDuplicate,RandomForest,0.5,2,0.0384872241579558,0.9615127758420442,0.1850308641975308,4.779988358270726,4.984756180073166,0.4629314496099275,0.04471540198578754,0.0
tabular,Wine,NearDuplicate,RandomForest,0.7,2,0.0798838705815448,0.9201161294184552,0.2012345679012346,4.880235804994991,4.984756180073166,0.6174504966837179,0.06262122521991603,0.0
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.0,0,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.1,0,0.1545058127660241,,0.0,4.9244287288517885,4.8739212631766105,0.0697703129646334,0.00010079742759290522,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.3,0,0.154218449532403,,0.0,4.921927348616511,4.8739212631766105,0.0962158756510517,0.0,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.5,0,0.1550087480003998,,0.0,4.92757355615909,4.8739212631766105,0.1093506590632512,0.00035226504478075293,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.7,0,0.1557440616217714,,0.0,4.899218809353855,4.8739212631766105,0.157178376314596,0.0007199218554665571,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.0,1,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.1,1,0.1544079002289676,,0.0,4.844274265141336,4.8739212631766105,0.0591541208062892,0.001876676217343212,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.3,1,0.1545988022373063,,0.0,4.977551368062308,4.8739212631766105,0.0812488433850199,0.00014729216323400296,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.5,1,0.1552816401411385,,0.0,4.926718925571487,4.8739212631766105,0.1670772237960471,0.0004887111151501006,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.7,1,0.1554688074990051,,0.0,4.916379761925882,4.8739212631766105,0.1992277801433753,0.0005822947940834072,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.0,2,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.1,2,0.1543986668047982,,0.0,4.955486559080396,4.8739212631766105,0.0566059035162392,4.722444697995154e-05,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.3,2,0.1552436487295765,,0.0,4.898849746148432,4.8739212631766105,0.0942468560716194,0.0004697154093691036,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.5,2,0.154894440796579,,0.0,4.884735237665089,4.8739212631766105,0.2152935673223645,0.0002951114428703522,0.1543042179108383
timeseries,daily-min-temperatures.csv,NearDuplicate,RidgeLags,0.7,2,0.1557817638347302,,0.0,4.944526455757402,4.8739212631766105,0.1596172471112413,0.0007387729619459521,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.0,0,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.1,0,0.1823823649887102,,0.0,4.544397687522867,4.8739212631766105,10.891629413033526,0.034321936177727025,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.3,0,0.1939430971630538,,0.0,4.4062595446750485,4.8739212631766105,11.813035580067492,0.04860499250784894,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.5,0,0.1975249078004473,,0.0,4.699721933433763,4.8739212631766105,15.489291465980608,0.03233267692223371,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.7,0,0.2128225117596036,,0.0,4.878649660126392,4.8739212631766105,21.567367864023627,0.029259146924382654,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.0,1,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.1,1,0.1776509988704459,,0.0,4.420062789271021,4.8739212631766105,6.935869438089418,0.03960932492359823,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.3,1,0.192394021121,,0.0,4.473273891564729,4.8739212631766105,10.759175559439052,0.04370558193757767,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.5,1,0.2019854763349556,,0.0,4.72296448889375,4.8739212631766105,20.31744086281317,0.03313233351883384,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.7,1,0.2113348391214521,,0.0,4.965648037173608,4.8739212631766105,22.35163578635176,0.028515310605306904,0.1543042179108383
